2016 0811 521  1      6101
2016 0811 521  2      7156
2016 0811 521  3      9003
2016 0811 521  4      4288
2016 0811 521  5       791
2016 0811 521  6       824
2016 0811 521  7      2635
2016 0811 521  8      3080
2016 0811 521  9      2940
2016 0811 521 10      2923
2016 0811 521 11      4706
2016 0811 521 12      4422
2016 0811 522  1     16697
2016 0811 522  2     24743
2016 0811 522  3      5193
2016 0811 522  4      7190
2016 0811 522  5      1836
2016 0811 522  6      1430
2016 0811 522  7       598
2016 0811 522  8       415
2016 0811 522  9      1035
2016 0811 522 10      1664
2016 0811 522 11      4341
2016 0811 522 12      5945
2016 0811 525  1       199
2016 0811 525  2       320
2016 0811 525  3         4
2016 0811 525  4       555
2016 0811 525  5       132
2016 0811 525  6       543
2016 0811 525 10         4
2016 0811 525 12        64
2016 0811 526  3         0
2016 0811 526  8         6
2016 0811 526  9        15
2016 0811 526 10        74
2016 0811 537  1      1685
2016 0811 537  2       290
2016 0811 537  3        92
2016 0811 537  4       554
2016 0811 537  5        16
2016 0811 537  6         4
2016 0811 537  7        97
2016 0811 537 10        11
2016 0811 537 11        53
2016 0811 537 12       129
2016 0811 538  1         8
2016 0811 538  5        10
2016 0811 538  6       107
2016 0811 538  8        16
2016 0811 538  9        86
2016 0811 538 10        19
2016 0811 538 11         5
2016 0811 539  1      1708
2016 0811 539  2      1598
2016 0811 539  3       565
2016 0811 539  4       868
2016 0811 539  5        30
2016 0811 539  6         7
2016 0811 539  7       169
2016 0811 539  8         5
2016 0811 539 11        93
2016 0811 539 12       634
2016 0811 600  1       129
2016 0811 600  2        37
2016 0811 600  1        10
2016 0811 600  4        10
2016 0811 600  5         6
2016 0811 600  4       128
2016 0811 600  5        14
2016 0811 600  6        11
2016 0811 600  6        12
2016 0811 600  7       243
2016 0811 600  9       130
2016 0811 600 10        14
2016 0811 600 11       162
2016 0811 600 12       119
2016 0813 521  1     17283
2016 0813 521  2     29549
2016 0813 521  3     30721
2016 0813 521  4     22286
2016 0813 521  5      4060
2016 0813 521  6      5138
2016 0813 521  7     13440
2016 0813 521  8     16737
2016 0813 521  9     17864
2016 0813 521 10     13754
2016 0813 521 11     14274
2016 0813 521 12     12214
2016 0813 522  1     41537
2016 0813 522  2     52479
2016 0813 522  3     29827
2016 0813 522  4     48752
2016 0813 522  5      7344
2016 0813 522  6      5862
2016 0813 522  7      3579
2016 0813 522  8      2819
2016 0813 522  9      4783
2016 0813 522 10      5886
2016 0813 522 11     10495
2016 0813 522 12     21245
2016 0813 525  1       372
2016 0813 525  2      2470
2016 0813 525  3        14
2016 0813 525  4      9982
2016 0813 525  5      1548
2016 0813 525  6      2302
2016 0813 525  7       142
2016 0813 525 10       104
2016 0813 525 12       213
2016 0813 526  3         2
2016 0813 526  7       187
2016 0813 526  8       148
2016 0813 526  9       393
2016 0813 526 10       460
2016 0813 526 11        81
2016 0813 537  1      3485
2016 0813 537  2      3090
2016 0813 537  3      1425
2016 0813 537  4      3516
2016 0813 537  5       308
2016 0813 537  6        50
2016 0813 537  7        85
2016 0813 537  8         2
2016 0813 537 10       134
2016 0813 537 11       448
2016 0813 537 12       697
2016 0813 538  5       238
2016 0813 538  6       470
2016 0813 538  8       968
2016 0813 538  9      1024
2016 0813 538 10       334
2016 0813 538 11        45
2016 0813 538 12        24
2016 0813 539  1      6751
2016 0813 539  2     17213
2016 0813 539  3     11374
2016 0813 539  4     11865
2016 0813 539  5       800
2016 0813 539  6       134
2016 0813 539  7        97
2016 0813 539  8        52
2016 0813 539  9       758
2016 0813 539 10        60
2016 0813 539 11       519
2016 0813 539 12      3100
2016 0813 600  1       170
2016 0813 600  3       138
2016 0813 600  1       133
2016 0813 600  2        46
2016 0813 600  3        45
2016 0813 600  4       135
2016 0813 600  5     20850
2016 0813 600  6        93
2016 0813 600  6        37
2016 0813 600  4      1765
2016 0813 600  5       271
2016 0813 600  6        33
2016 0813 600  6         3
2016 0813 600  5        32
2016 0813 600  7       879
2016 0813 600  8        83
2016 0813 600 11      1027
2016 0813 600 12        66
2016 0813 600 11      1543
2016 0813 600 12       424
2016 0814 521  1     11698
2016 0814 521  2     15473
2016 0814 521  3      9256
2016 0814 521  4     13302
2016 0814 521  5      1998
2016 0814 521  6      1969
2016 0814 521  7      3588
2016 0814 521  8      4237
2016 0814 521  9      3178
2016 0814 521 10      2556
2016 0814 521 11      3299
2016 0814 521 12      3517
2016 0814 522  1     43749
2016 0814 522  2     26153
2016 0814 522  3     30454
2016 0814 522  4     48491
2016 0814 522  5      3718
2016 0814 522  6      2418
2016 0814 522  7      2068
2016 0814 522  8      1710
2016 0814 522  9      1857
2016 0814 522 10       546
2016 0814 522 11       813
2016 0814 522 12      1924
2016 0814 525  1        77
2016 0814 525  2      1221
2016 0814 525  4     16215
2016 0814 525  5      1143
2016 0814 525  6       423
2016 0814 525  7        74
2016 0814 525 10        69
2016 0814 526  3         0
2016 0814 526  7        75
2016 0814 526  8        20
2016 0814 526  9       159
2016 0814 526 10       124
2016 0814 526 11         8
2016 0814 537  1       451
2016 0814 537  2      1730
2016 0814 537  3      1210
2016 0814 537  4      2235
2016 0814 537  5        70
2016 0814 537  6         5
2016 0814 537  7        15
2016 0814 537  9       247
2016 0814 537 10        38
2016 0814 537 11       327
2016 0814 537 12        78
2016 0814 538  5       156
2016 0814 538  6        61
2016 0814 538  8       147
2016 0814 538  9       149
2016 0814 538 10       113
2016 0814 538 11        19
2016 0814 539  1      3721
2016 0814 539  2     10575
2016 0814 539  3      8084
2016 0814 539  4      5525
2016 0814 539  5       519
2016 0814 539  7         5
2016 0814 539  8         2
2016 0814 539 10        13
2016 0814 539 11       270
2016 0814 539 12       249
2016 0814 600  1        40
2016 0814 600  2        39
2016 0814 600  3         2
2016 0814 600  4        22
2016 0814 600  5        13
2016 0814 600  6         2
2016 0814 600  4       222
2016 0814 600  5         9
2016 0814 600  5         4
2016 0814 600 11         3
2016 0814 600 12        11
2016 0814 600 11       220
2016 0814 600 12         7
2016 0815 521  1       530
2016 0815 521  2        15
2016 0815 521  4       101
2016 0815 521  5        12
2016 0815 521  6     23142
2016 0815 521  7        68
2016 0815 521  8        19
2016 0815 521  9       240
2016 0815 521 10        54
2016 0815 521 11      2932
2016 0815 521 12       114
2016 0815 522  1        44
2016 0815 522  3        15
2016 0815 522  5         5
2016 0815 522  7        38
2016 0815 522  8        13
2016 0815 522  9        10
2016 0815 525  6       100
2016 0815 526 12        44
2016 0815 537  1       158
2016 0815 537  2        29
2016 0815 537  3       192
2016 0815 537  4       722
2016 0815 537  5        39
2016 0815 537  6        14
2016 0815 537  7        11
2016 0815 537  8        56
2016 0815 537  9       373
2016 0815 537 10       104
2016 0815 537 11       119
2016 0815 537 12       186
2016 0815 538  3      1284
2016 0815 538  5        48
2016 0815 538  6        68
2016 0815 538  8        46
2016 0815 539  1      1655
2016 0815 539  2      1960
2016 0815 539  3       541
2016 0815 539  4      3185
2016 0815 539  5        67
2016 0815 539  7       312
2016 0815 539  8        26
2016 0815 539  9       108
2016 0815 539 10       206
2016 0815 539 11       153
2016 0815 539 12       321
2016 0815 600  1       200
2016 0815 600  2        97
2016 0815 600  3        77
2016 0815 600  1       382
2016 0815 600  2        44
2016 0815 600  3       651
2016 0815 600  1         4
2016 0815 600  3        36
2016 0815 600  1        85
2016 0815 600  3        22
2016 0815 600  5       128
2016 0815 600  6         3
2016 0815 600  5        20
2016 0815 600  4       920
2016 0815 600  5       218
2016 0815 600  6       120
2016 0815 600  5        22
2016 0815 600  4       177
2016 0815 600  5       114
2016 0815 600  5         1
2016 0815 600  4        47
